Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
12/12/2025,60200,61700,62000,60200,4.40M,-2.11%
11/12/2025,61500,63000,63500,61500,4.85M,-2.54%
10/12/2025,63100,62400,64500,62300,3.47M,0.96%
09/12/2025,62500,63500,64100,62500,5.39M,-1.57%
08/12/2025,63500,63300,64500,63200,3.32M,0.16%
05/12/2025,63400,63600,64500,63400,3.60M,0%
04/12/2025,63400,65000,65100,63400,5.92M,-1.86%
03/12/2025,64600,65100,65200,64000,5.38M,-0.62%
02/12/2025,65000,64800,65600,64500,6.76M,0.15%
01/12/2025,64900,64300,65900,64300,9.11M,1.41%
28/11/2025,64000,62200,64500,62200,11.90M,3.23%
27/11/2025,62000,63000,63400,62000,3.96M,-1.27%
26/11/2025,62800,62300,63200,62300,3.65M,1.45%
25/11/2025,61900,63000,63200,61900,4.91M,-1.75%
24/11/2025,63000,60100,63400,60100,9.90M,5.18%
21/11/2025,59900,60300,60700,59700,4.19M,-1.32%
20/11/2025,60700,61400,61600,60500,2.66M,-0.33%
19/11/2025,60900,60700,61900,60500,4.46M,0.33%
18/11/2025,60700,62000,62300,60500,5.56M,-2.25%
17/11/2025,62100,62900,63300,61800,4.20M,-1.11%
14/11/2025,62800,61700,63300,61600,10.15M,1.62%
13/11/2025,61800,59800,62000,59700,9.74M,3.34%
12/11/2025,59800,58800,60000,58500,5.16M,1.53%
11/11/2025,58900,57000,59000,57000,5.15M,3.33%
10/11/2025,57000,57700,57900,57000,2.68M,-1.04%
07/11/2025,57600,57600,58400,57500,3.25M,-0.69%
06/11/2025,58000,58000,58500,57600,2.24M,0%
05/11/2025,58000,57300,58500,57100,3.83M,1.22%
04/11/2025,57300,57600,57900,56300,4.18M,0%
03/11/2025,57300,57700,58300,57300,2.64M,-0.52%
31/10/2025,57600,57400,57700,57100,2.64M,0.88%
30/10/2025,57100,57800,57900,57000,1.91M,-0.7%
29/10/2025,57500,57500,57900,57100,1.97M,0.17%
28/10/2025,57400,57200,57400,56800,2.08M,0.7%
27/10/2025,57000,58400,58400,57000,3.00M,-1.89%
24/10/2025,58100,56900,58100,56100,3.96M,2.65%
23/10/2025,56600,56500,57100,56300,2.33M,0.53%
22/10/2025,56300,57100,57300,55700,3.85M,-0.35%
21/10/2025,56500,56100,58000,56100,7.07M,2.73%
20/10/2025,55000,58900,59400,55000,8.74M,-6.46%
17/10/2025,58800,61000,61200,58800,6.04M,-3.92%
16/10/2025,61200,60800,61200,60200,5.16M,0.74%
15/10/2025,60750,60941,61514.1,60750,4.65M,0.16%
14/10/2025,60654.5,61514.1,61514.1,60463.4,5.36M,-0.78%
13/10/2025,61132.1,59412.7,61227.6,59030.6,6.31M,2.56%
10/10/2025,59603.8,60559,60559,59603.8,4.97M,-0.79%
09/10/2025,60081.4,60559,60654.5,59794.8,3.30M,-5.23%
08/10/2025,63400,62300,63500,61700,5.92M,3.26%
07/10/2025,61400,62700,62700,61400,3.72M,-1.6%
06/10/2025,62400,62700,62700,61800,4.05M,1.79%
03/10/2025,61300,61300,62300,61200,4.00M,0.16%
02/10/2025,61200,62500,62600,61200,3.40M,-1.45%
01/10/2025,62100,60700,62500,60200,4.53M,3.5%
30/09/2025,60000,60400,60800,60000,3.03M,-0.5%
29/09/2025,60300,61100,61200,60200,5.13M,-1.31%
26/09/2025,61100,61500,61800,61100,2.49M,-0.65%
25/09/2025,61500,62300,62400,61500,2.75M,-0.81%
24/09/2025,62000,61900,62000,61000,3.21M,0.65%
23/09/2025,61600,61500,62500,61500,3.43M,0.33%
22/09/2025,61400,62100,62800,61400,5.29M,-0.97%
19/09/2025,62000,63800,63900,62000,5.30M,-2.52%
18/09/2025,63600,65100,65300,63500,5.05M,-2.3%
17/09/2025,65100,64800,66200,64800,9.87M,0.62%
16/09/2025,64700,63500,65400,63200,12.67M,2.54%
15/09/2025,63100,63400,63500,62800,3.53M,-0.16%
12/09/2025,63200,61300,63500,61000,13.67M,3.27%
11/09/2025,61200,59800,61200,59400,5.00M,2.34%
10/09/2025,59800,60500,60600,59700,3.12M,-0.83%
09/09/2025,60300,60600,61000,60100,3.52M,-0.5%
08/09/2025,60600,60900,61900,60600,6.96M,-0.49%
05/09/2025,60900,61900,62000,60900,5.36M,-1.46%
04/09/2025,61800,61700,62500,61500,4.23M,0.49%
03/09/2025,61500,60300,61500,60300,4.77M,1.99%
29/08/2025,60300,61300,61300,60300,4.17M,-1.15%
28/08/2025,61000,61000,61500,60700,3.66M,0.83%
27/08/2025,60500,59700,61200,59500,4.85M,1.34%
26/08/2025,59700,58600,60100,58500,2.99M,1.7%
25/08/2025,58700,58900,59600,58700,3.36M,0%
22/08/2025,58700,59800,59900,58500,7.20M,-2.33%
21/08/2025,60100,60100,60900,59600,5.81M,0.17%
20/08/2025,60000,60500,60900,59600,6.34M,-0.83%
19/08/2025,60500,60800,61200,60400,5.26M,-0.33%
18/08/2025,60700,61100,61300,60600,4.78M,-0.49%
15/08/2025,61000,62000,62200,61000,5.66M,-1.13%
14/08/2025,61700,61300,62200,61000,6.53M,0.98%
13/08/2025,61100,62000,62100,60800,6.21M,-1.13%
12/08/2025,61800,62100,62400,61400,5.21M,0.49%
11/08/2025,61500,61000,62100,60900,5.79M,1.15%
08/08/2025,60800,61000,61800,60600,6.50M,-0.16%
07/08/2025,60900,61900,62000,60800,4.74M,-0.65%
06/08/2025,61300,60400,61700,60400,5.38M,2%
05/08/2025,60100,60500,61500,60000,9.56M,-0.5%
04/08/2025,60400,59800,60800,59800,3.75M,0.67%
01/08/2025,60000,61400,61400,60000,5.33M,-1.96%
31/07/2025,61200,63000,63500,60400,10.57M,-2.7%
30/07/2025,62900,63000,63500,62800,6.08M,-0.47%
29/07/2025,63200,63300,64200,62800,10.71M,-0.16%
28/07/2025,63300,63300,63900,63000,8.46M,0.16%
25/07/2025,63200,63800,63800,63100,5.12M,-0.78%
24/07/2025,63700,62100,64000,62100,13.42M,3.24%
23/07/2025,61700,60400,61700,60200,9.23M,2.49%
22/07/2025,60200,60000,60200,59500,4.74M,0.33%
21/07/2025,60000,60300,60800,60000,5.50M,-0.33%
18/07/2025,60200,60100,61100,60000,5.83M,0.17%
17/07/2025,60100,60300,60600,59800,6.36M,0%
16/07/2025,60100,60000,60200,59600,4.96M,0%
15/07/2025,60100,60600,61200,60100,6.55M,-0.33%
14/07/2025,60300,60000,60800,59300,6.08M,0.84%
11/07/2025,59800,60300,60800,59800,6.23M,0.17%
10/07/2025,59700,60500,60600,59700,5.25M,-0.83%
09/07/2025,60200,59300,60600,59100,9.64M,2.03%
08/07/2025,59000,58000,59200,57900,7.16M,1.9%
07/07/2025,57900,58000,58300,57700,3.76M,0.17%
04/07/2025,57800,57500,57900,57300,2.70M,0.52%
03/07/2025,57500,57700,58400,57300,5.29M,-0.35%
02/07/2025,57700,57600,58000,57300,3.78M,0.35%
01/07/2025,57500,58400,58400,57200,4.01M,-0.86%
30/06/2025,58000,58100,58700,57900,4.49M,0.35%
27/06/2025,57800,56800,58600,56300,8.90M,2.48%
26/06/2025,56400,56800,57000,56300,3.12M,-0.7%
25/06/2025,56800,56500,57800,56400,6.27M,0.71%
24/06/2025,56400,56200,56500,56100,2.80M,0.89%
23/06/2025,55900,56000,56400,55800,3.02M,-1.24%
20/06/2025,56600,56300,56700,55900,4.66M,0.89%
19/06/2025,56100,56000,56400,55700,2.63M,0.18%
18/06/2025,56000,56300,56800,56000,4.10M,-0.36%
17/06/2025,56200,56400,56700,56100,3.41M,-0.18%
16/06/2025,56300,55400,56600,55400,4.73M,1.44%
13/06/2025,55500,55500,55700,55200,3.55M,-0.72%
12/06/2025,55900,55600,56200,55500,3.28M,1.27%
11/06/2025,55200,55300,55600,55100,1.72M,-0.18%
10/06/2025,55300,55500,56100,55100,3.00M,0%
09/06/2025,55300,55400,56300,55300,3.04M,0%
06/06/2025,55300,56400,56400,55100,4.12M,-1.78%
05/06/2025,56300,57000,57100,56300,2.79M,-1.05%
04/06/2025,56900,55800,57800,55500,8.42M,2.52%
03/06/2025,55500,54700,56000,54700,4.31M,1.65%
02/06/2025,54600,54900,55200,54500,2.64M,-0.55%
30/05/2025,54900,55400,55400,54800,3.27M,-0.36%
29/05/2025,55100,55500,55500,55100,2.18M,-0.18%
28/05/2025,55200,55700,55700,55100,3.90M,-0.36%
27/05/2025,55400,55900,56000,55300,3.68M,-0.54%
26/05/2025,55700,55400,55800,55000,2.73M,0.72%
23/05/2025,55300,55200,55500,55100,1.67M,0.55%
22/05/2025,55000,55400,55600,55000,2.67M,-0.72%
21/05/2025,55400,56000,56000,55400,4.46M,-0.89%
20/05/2025,55900,56100,56300,55800,3.22M,-0.18%
19/05/2025,56000,56200,57000,56000,2.80M,-0.36%
16/05/2025,56200,56800,56800,56200,3.20M,-1.06%
15/05/2025,56800,56200,57000,56200,4.09M,1.07%
14/05/2025,56200,57000,57000,56100,5.03M,-0.53%
13/05/2025,56500,56886.3,56982.9,56306.8,4.35M,-0.17%
12/05/2025,56596.6,56017.1,56693.2,56017.1,5.86M,1.56%
09/05/2025,55727.4,55727.4,56596.6,55727.4,3.83M,0.52%
08/05/2025,55437.6,55244.4,55823.9,55244.4,3.26M,0.35%
07/05/2025,55244.4,54954.7,55727.4,54954.7,2.91M,-2.91%
06/05/2025,56900,57000,57400,56900,2.50M,0%
05/05/2025,56900,57500,57600,56900,4.24M,-1.22%
29/04/2025,57600,57500,57900,57200,2.56M,0.17%
28/04/2025,57500,58300,58300,57500,2.66M,-1.37%
25/04/2025,58300,56500,58300,56500,8.12M,3.55%
24/04/2025,56300,56500,56800,56200,1.96M,-0.18%
23/04/2025,56400,56800,57300,56400,3.59M,0.71%
22/04/2025,56000,56600,56600,53900,6.96M,-1.23%
21/04/2025,56700,56800,57100,56500,3.02M,0.18%
18/04/2025,56600,56700,57300,56600,3.04M,1.07%
17/04/2025,56000,55500,56600,54800,7.22M,0%
16/04/2025,56000,56400,57200,56000,3.74M,-0.53%
15/04/2025,56300,56700,57500,56300,4.16M,-1.05%
14/04/2025,56900,57900,57900,56500,5.48M,-1.04%
11/04/2025,57500,55600,58400,55600,9.16M,3.42%
10/04/2025,55600,55600,55600,55600,1.51M,6.92%
09/04/2025,52000,51400,55200,51400,9.88M,-4.59%
08/04/2025,54500,56700,56900,54500,13.32M,-6.84%
04/04/2025,58500,54000,58800,53800,9.78M,3.54%
03/04/2025,56500,59500,59600,56300,16.94M,-6.61%
02/04/2025,60500,60700,61400,60500,4.68M,-0.49%
01/04/2025,60800,61200,61200,60300,3.13M,0.33%
31/03/2025,60600,60800,61600,60600,5.30M,0.5%
28/03/2025,60300,61000,61100,60200,5.43M,-1.31%
27/03/2025,61100,61200,61500,61100,2.23M,-0.16%
26/03/2025,61200,61500,61900,61200,1.85M,-0.33%
25/03/2025,61400,61700,61700,61200,2.32M,0%
24/03/2025,61400,61400,62000,61100,2.49M,0.16%
21/03/2025,61300,61800,61800,61200,3.33M,-0.81%
20/03/2025,61800,62200,62200,61300,3.89M,-0.8%
19/03/2025,62300,62700,62800,61900,3.04M,-0.32%
18/03/2025,62500,63100,63100,62500,3.28M,-0.79%
17/03/2025,63000,62400,63400,62400,4.06M,1.45%
14/03/2025,62100,62400,62700,62100,2.70M,0.16%
13/03/2025,62000,62300,62900,61900,5.10M,-0.32%
12/03/2025,62200,62500,62800,62200,2.76M,-0.32%
11/03/2025,62400,62300,62500,62100,2.29M,-0.16%
10/03/2025,62500,63000,63000,62500,2.53M,-0.32%
07/03/2025,62700,62900,63000,62400,2.66M,-0.32%
06/03/2025,62900,62700,62900,62200,3.13M,0.32%
05/03/2025,62700,63600,63600,62700,2.28M,-1.26%
04/03/2025,63500,63200,63800,62900,6.04M,0.47%
03/03/2025,63200,62800,63200,62300,3.61M,1.61%
28/02/2025,62200,62300,63200,62200,4.18M,0%
27/02/2025,62200,63200,63200,62200,3.52M,-1.43%
26/02/2025,63100,63000,63400,62900,3.64M,0.32%
25/02/2025,62900,64000,64000,62600,3.88M,-1.41%
24/02/2025,63800,61600,63900,61600,11.51M,3.91%
21/02/2025,61400,60800,62100,60600,4.72M,1.15%
20/02/2025,60700,60900,60900,60600,2.63M,-0.16%
19/02/2025,60800,60300,60900,60300,3.07M,0.83%
18/02/2025,60300,60400,60500,60000,2.44M,0.5%
17/02/2025,60000,60400,60600,60000,3.61M,-0.5%
14/02/2025,60300,60700,60700,60300,6.40M,-0.66%
13/02/2025,60700,61000,61000,60400,2.58M,-0.49%
12/02/2025,61000,60600,61000,60500,2.76M,0.99%
11/02/2025,60400,60600,60700,60100,3.43M,-0.33%
10/02/2025,60600,61200,61200,60600,2.59M,-0.33%
07/02/2025,60800,60700,61200,60600,2.55M,0.16%
06/02/2025,60700,61500,61600,60500,3.02M,-1.3%
05/02/2025,61500,60400,61500,60400,3.20M,2.16%
04/02/2025,60200,60600,60900,60000,7.13M,-0.5%
03/02/2025,60500,62200,62200,60500,7.28M,-2.73%
24/01/2025,62200,61900,62500,61800,1.58M,0.32%
23/01/2025,62000,61600,62300,61600,1.78M,0.65%
22/01/2025,61600,62000,62000,61600,1.76M,-0.32%
21/01/2025,61800,62000,62100,61600,1.40M,-0.16%
20/01/2025,61900,62000,62200,61600,1.63M,-0.16%
17/01/2025,62000,62200,62200,62000,889.40K,0.16%
16/01/2025,61900,62300,62600,61700,1.68M,0.32%
15/01/2025,61700,62100,62300,61700,1.22M,0.16%
14/01/2025,61600,61400,61800,61300,1.15M,0.33%
13/01/2025,61400,61200,61900,61100,1.10M,0.16%
10/01/2025,61300,61700,61900,61300,1.19M,-0.81%
09/01/2025,61800,61800,61900,61300,1.50M,0.16%
08/01/2025,61700,62000,62100,61200,2.05M,0%
07/01/2025,61700,62600,63000,61600,2.80M,-1.28%
06/01/2025,62500,63000,63200,62500,2.10M,-0.79%
03/01/2025,63000,63200,63300,62900,1.78M,-0.16%
02/01/2025,63100,63600,63800,63100,1.34M,-0.47%
31/12/2024,63400,63400,63800,63300,1.64M,0.16%
30/12/2024,63300,63600,63700,63300,1.49M,-0.78%
27/12/2024,63800,63900,64100,63700,2.44M,0%
26/12/2024,63800,64200,64200,63800,1.71M,-0.16%
25/12/2024,63900,63900,64396.1,63900,1.30M,0.16%
24/12/2024,63800.8,63900,64197.7,63602.3,1.29M,-0.16%
23/12/2024,63900,64197.7,64495.3,63800.8,1.35M,-0.92%
20/12/2024,64495.3,63503.1,64495.3,63503.1,3.80M,1.72%
19/12/2024,63403.9,63900,63999.2,63403.9,2.63M,-1.24%
18/12/2024,64197.7,64495.3,64594.6,64197.7,1.61M,0.15%
17/12/2024,64098.4,64396.1,64495.3,63999.2,1.20M,-0.62%
16/12/2024,64495.3,63701.6,64693.8,63701.6,2.39M,1.25%
13/12/2024,63701.6,63800.8,63999.2,63602.3,1.40M,-0.62%
12/12/2024,64098.4,63701.6,64396.1,63701.6,2.25M,0.62%
11/12/2024,63701.6,63403.9,64098.4,63403.9,2.02M,0.47%
10/12/2024,63403.9,63602.3,63900,63403.9,1.71M,-0.31%
09/12/2024,63602.3,63999.2,63999.2,63503.1,1.76M,0%
06/12/2024,63602.3,63999.2,64296.9,63602.3,1.68M,-0.31%
05/12/2024,63800.8,63007,64197.7,62709.3,2.22M,1.58%
04/12/2024,62808.5,63304.7,63403.9,62808.5,2.75M,-0.94%
03/12/2024,63403.9,64098.4,64098.4,63403.9,2.43M,-0.93%
02/12/2024,63999.2,64098.4,64296.9,63701.6,1.23M,-0.15%
29/11/2024,64098.4,63999.2,64296.9,63800.8,1.11M,0.16%
28/11/2024,63999.2,64495.3,64495.3,63999.2,1.27M,-0.15%
27/11/2024,64098.4,64296.9,64495.3,63999.2,1.59M,-0.31%
26/11/2024,64296.9,63999.2,64495.3,63900,1.68M,0.78%
25/11/2024,63800.8,63800.8,64098.4,63701.6,2.45M,0%
22/11/2024,63800.8,63403.9,64296.9,63403.9,2.18M,0.63%
21/11/2024,63403.9,63205.4,63602.3,62907.8,2.25M,0.47%
20/11/2024,63106.2,62510.9,63304.7,62411.6,2.82M,0.95%
19/11/2024,62510.9,62808.5,63007,62510.9,2.73M,-0.32%
18/11/2024,62709.3,63205.4,63701.6,62709.3,3.75M,-0.78%
15/11/2024,63205.4,64396.1,64396.1,63205.4,3.69M,-2%
14/11/2024,64495.3,64495.3,64495.3,64197.7,1.78M,0%
13/11/2024,64495.3,64594.6,65090.7,64197.7,2.77M,0.15%
12/11/2024,64396.1,64693.8,65189.9,64296.9,1.73M,-0.46%
11/11/2024,64693.8,65189.9,65289.1,64197.7,2.74M,-0.76%
08/11/2024,65189.9,65487.6,65686,65090.7,1.59M,-0.3%
07/11/2024,65388.4,65487.6,65686,65090.7,1.15M,0.15%
06/11/2024,65289.1,65487.6,65487.6,64793,2.59M,0.46%
05/11/2024,64991.5,65189.9,65487.6,64991.5,1.06M,-0.15%
04/11/2024,65090.7,65388.4,66082.9,65090.7,2.12M,-0.3%
01/11/2024,65289.1,65586.8,65785.2,65090.7,2.18M,-0.45%
31/10/2024,65586.8,66082.9,66082.9,64793,5.17M,-0.3%
30/10/2024,65785.2,66479.8,66777.5,65785.2,3.43M,-1.04%
29/10/2024,66479.8,66777.5,66777.5,66281.4,2.03M,-0.3%
28/10/2024,66678.3,67174.4,67472,66182.1,2.92M,-1.18%
25/10/2024,67472,68067.4,68067.4,67372.8,2.17M,-0.58%
24/10/2024,67868.9,66777.5,68464.3,66777.5,4.37M,1.63%
23/10/2024,66777.5,66777.5,67075.2,66678.3,1.64M,0%
22/10/2024,66777.5,66777.5,67273.6,66678.3,2.25M,0%
21/10/2024,66777.5,66876.7,67372.8,66678.3,1.86M,-0.15%
18/10/2024,66876.7,67075.2,67472,66876.7,1.60M,-0.3%
17/10/2024,67075.2,67075.2,67372.8,66777.5,1.66M,0.15%
16/10/2024,66975.9,66281.4,67571.3,66281.4,2.00M,1.05%
15/10/2024,66281.4,66678.3,66876.7,66182.1,3.07M,-0.6%
14/10/2024,66678.3,67571.3,67571.3,66579,2.82M,-0.74%
11/10/2024,67174.4,67571.3,67670.5,66975.9,2.37M,0%
10/10/2024,67174.4,67769.7,68265.8,67174.4,2.62M,-0.15%
09/10/2024,67273.6,67769.7,68067.4,67273.6,3.53M,-0.59%
08/10/2024,67670.5,66678.3,67670.5,66678.3,2.89M,1.64%
07/10/2024,66579,68166.6,68762,66579,5.99M,-2.04%
04/10/2024,67968.2,69952.6,69952.6,67868.9,6.13M,-2.56%
03/10/2024,69754.2,69655,69952.6,69357.3,2.95M,0.29%
02/10/2024,69555.7,69655,69655,69059.6,2.14M,0%
01/10/2024,69555.7,69655,70151.1,69555.7,2.04M,0%
30/09/2024,69555.7,70448.8,70448.8,69555.7,2.04M,-1.27%
27/09/2024,70448.8,70250.3,70647.2,70151.1,2.97M,0.42%
26/09/2024,70151.1,69059.6,70548,69059.6,3.98M,1.58%
25/09/2024,69059.6,69754.2,69853.4,69059.6,4.52M,-1%
24/09/2024,69754.2,70448.8,70448.8,69555.7,2.08M,-0.21%
23/09/2024,69903,70094.8,70190.6,69615.3,2.93M,0.28%
20/09/2024,69711.2,70478.3,70957.8,69711.2,5.23M,-0.82%
19/09/2024,70286.5,70286.5,70478.3,69998.9,1.57M,0%
18/09/2024,70286.5,70574.2,70861.9,69998.9,2.85M,-0.14%
17/09/2024,70382.4,69040,70382.4,68752.3,2.39M,2.09%
16/09/2024,68944.1,69998.9,69998.9,68944.1,4.03M,-1.37%
13/09/2024,69903,71724.9,71724.9,69903,5.35M,-2.41%
12/09/2024,71629,71916.6,72108.4,71341.3,2.05M,0.13%
11/09/2024,71533.1,71724.9,72012.5,70861.9,3.17M,-0.4%
10/09/2024,71820.8,71724.9,72396.1,71245.4,3.33M,0.13%
09/09/2024,71724.9,72012.5,72012.5,71149.5,2.64M,-0.8%
06/09/2024,72300.2,71820.8,72396.1,71724.9,3.64M,0.94%
05/09/2024,71629,71245.4,72300.2,71053.6,5.86M,0.54%
04/09/2024,71245.4,70286.5,71437.2,70094.8,2.84M,0.54%
30/08/2024,70861.9,70574.2,71724.9,70382.4,3.68M,0.54%
29/08/2024,70478.3,70670.1,70957.8,70382.4,2.04M,-0.54%
28/08/2024,70861.9,70574.2,70957.8,70190.6,3.35M,0.54%
27/08/2024,70478.3,70382.4,70766,69615.3,4.27M,0.14%
26/08/2024,70382.4,71820.8,71916.6,70286.5,6.32M,-2%
23/08/2024,71820.8,71820.8,72492,71341.3,3.31M,0.94%
22/08/2024,71149.5,72875.5,72875.5,70574.2,6.03M,-1.46%
21/08/2024,72204.3,72108.4,72971.4,72012.5,3.99M,-0.4%
20/08/2024,72492,72875.5,73067.3,72204.3,4.18M,-0.53%
19/08/2024,72875.5,70957.8,72875.5,70766,7.92M,2.98%
16/08/2024,70766,70957.8,71053.6,70190.6,7.39M,0%
15/08/2024,70766,70957.8,71533.1,70670.1,4.26M,-0.27%
14/08/2024,70957.8,70957.8,71053.6,70286.5,5.46M,0.27%
13/08/2024,70766,69807.1,71341.3,69711.2,6.73M,1.1%
12/08/2024,69998.9,70286.5,71341.3,69807.1,5.80M,-0.41%
09/08/2024,70286.5,69807.1,70382.4,69519.4,4.53M,0.83%
08/08/2024,69711.2,70861.9,71341.3,69231.8,5.81M,-1.49%
07/08/2024,70766,70190.6,70766,69423.5,10.70M,1.51%
06/08/2024,69711.2,67409.9,70286.5,67122.2,13.50M,4.75%
05/08/2024,66546.9,68081.1,68272.9,65683.9,12.16M,-2.94%
02/08/2024,68560.5,67122.2,68944.1,67122.2,10.29M,1.71%
01/08/2024,67409.9,68848.2,68944.1,67218.1,8.87M,-1.82%
31/07/2024,68656.4,65683.9,69040,65683.9,21.14M,5.76%
30/07/2024,64916.8,64533.2,65588,64149.6,6.38M,0.74%
29/07/2024,64437.3,63478.4,64820.9,63190.8,5.78M,2.13%
26/07/2024,63094.9,62711.3,63478.4,62711.3,2.98M,0.3%
25/07/2024,62903.1,62903.1,62999,62615.4,1.96M,0%
24/07/2024,62903.1,63094.9,63382.5,62903.1,3.61M,-0.46%
23/07/2024,63190.8,62903.1,63574.3,62807.2,3.78M,0.76%
22/07/2024,62711.3,62615.4,63286.6,62519.5,2.65M,0.15%
19/07/2024,62615.4,63190.8,63190.8,62423.6,3.39M,-0.91%
18/07/2024,63190.8,63286.6,63286.6,62807.2,2.28M,0.3%
17/07/2024,62999,63478.4,63766.1,62903.1,3.46M,-0.61%
16/07/2024,63382.5,63670.2,63957.9,63382.5,2.24M,-0.15%
15/07/2024,63478.4,63574.3,64149.6,63478.4,2.16M,-0.15%
12/07/2024,63574.3,63670.2,63862,63382.5,2.08M,0%
11/07/2024,63574.3,64149.6,64245.5,63574.3,3.79M,-0.75%
10/07/2024,64053.8,64725,65012.6,64053.8,3.88M,-1.04%
09/07/2024,64725,64820.9,65012.6,64437.3,5.05M,-0.15%
08/07/2024,64820.9,64533.2,64916.8,64245.5,4.94M,0.6%
05/07/2024,64437.3,63670.2,64725,63670.2,4.18M,1.2%
04/07/2024,63670.2,63574.3,64149.6,63574.3,2.69M,0.3%
03/07/2024,63478.4,63478.4,63574.3,63286.6,1.33M,0%
02/07/2024,63478.4,63286.6,63574.3,63094.9,2.04M,0.3%
01/07/2024,63286.6,63094.9,63286.6,62615.4,1.91M,0.76%
28/06/2024,62807.2,62807.2,63286.6,62615.4,2.73M,0.31%
27/06/2024,62615.4,62519.5,62903.1,62423.6,2.71M,0.15%
26/06/2024,62519.5,63094.9,63094.9,62423.6,2.49M,-0.46%
25/06/2024,62807.2,63094.9,63478.4,62807.2,2.43M,0%
24/06/2024,62807.2,63382.5,63862,62615.4,3.85M,-0.76%
21/06/2024,63286.6,63766.1,64341.4,63286.6,3.97M,0%
20/06/2024,63286.6,62711.3,64053.8,62519.5,4.40M,1.07%
19/06/2024,62615.4,63286.6,63286.6,62423.6,6.16M,-0.91%
18/06/2024,63190.8,63766.1,63766.1,63190.8,2.75M,-0.15%
17/06/2024,63286.6,63574.3,63862,63286.6,3.62M,-0.3%
14/06/2024,63478.4,64245.5,64533.2,63478.4,4.12M,-1.05%
13/06/2024,64149.6,64245.5,64629.1,64053.8,2.80M,-0.15%
12/06/2024,64245.5,63766.1,64533.2,63574.3,3.43M,0.75%
11/06/2024,63766.1,64629.1,64725,63670.2,6.18M,-1.04%
10/06/2024,64437.3,65588,65683.9,64437.3,4.56M,-0.88%
07/06/2024,65012.6,64820.9,65779.8,64725,4.13M,0.89%
06/06/2024,64437.3,66163.3,66163.3,64437.3,4.89M,-1.9%
05/06/2024,65683.9,63478.4,66355.1,63478.4,11.87M,3.79%
04/06/2024,63286.6,63382.5,63862,63286.6,2.45M,-0.15%
03/06/2024,63382.5,63094.9,63862,62999,3.19M,1.07%
31/05/2024,62711.3,63190.8,63190.8,62615.4,4.14M,-0.46%
30/05/2024,62999,63382.5,63478.4,62807.2,4.41M,-0.9%
29/05/2024,63574.3,64245.5,64533.2,63286.6,3.36M,-0.75%
28/05/2024,64053.8,63574.3,64533.2,63382.5,5.35M,1.06%
27/05/2024,63382.5,63382.5,63862,63094.9,2.34M,0.15%
24/05/2024,63286.6,63957.9,64149.6,62999,4.10M,-1.49%
23/05/2024,64245.5,63286.6,64245.5,63094.9,2.99M,1.82%
22/05/2024,63094.9,63670.2,63957.9,63094.9,3.62M,-0.6%
21/05/2024,63478.4,63670.2,63862,63094.9,3.80M,-0.3%
20/05/2024,63670.2,64341.4,64820.9,63670.2,4.92M,-0.9%
17/05/2024,64245.5,64533.2,65012.6,64053.8,4.17M,-0.3%
16/05/2024,64437.3,64341.4,64916.8,64245.5,2.91M,0.3%
15/05/2024,64245.5,64149.6,64533.2,63957.9,3.23M,0.75%
14/05/2024,63766.1,63190.8,64245.5,63190.8,2.43M,1.06%
13/05/2024,63094.9,63862,64053.8,62711.3,2.73M,-1.05%
10/05/2024,63766.1,63957.9,64725,63382.5,2.42M,-0.15%
09/05/2024,63862,65108.5,65108.5,63862,3.00M,-1.91%
08/05/2024,65108.5,65204.4,65204.4,64341.4,2.96M,-0.15%
07/05/2024,65204.4,63286.6,65683.9,63190.8,8.49M,3.34%
06/05/2024,63094.9,63094.9,63670.2,62807.2,2.26M,0.3%
03/05/2024,62903.1,62903.1,63286.6,62807.2,1.97M,0.31%
02/05/2024,62711.3,62711.3,62807.2,62231.9,2.56M,0.62%
26/04/2024,62327.8,62040.1,63094.9,61848.3,2.94M,0.46%
25/04/2024,62040.1,61368.9,62136,61273,1.92M,1.09%
24/04/2024,61368.9,61368.9,61656.5,60889.4,2.40M,0.79%
23/04/2024,60889.4,61560.6,61656.5,60601.8,2.01M,-0.78%
22/04/2024,61368.9,62040.1,62615.4,61368.9,2.04M,-0.31%
19/04/2024,61560.6,61560.6,61752.4,60697.7,4.52M,0%
17/04/2024,61560.6,61752.4,62231.9,61560.6,4.59M,0.31%
16/04/2024,61368.9,62231.9,62327.8,60410,7.13M,-1.39%
15/04/2024,62231.9,63957.9,63957.9,62231.9,5.76M,-2.7%
12/04/2024,63957.9,64053.8,64341.4,63862,2.51M,0.15%
11/04/2024,63862,63957.9,64149.6,63766.1,2.95M,-0.3%
10/04/2024,64053.8,64341.4,64533.2,64053.8,2.77M,-0.3%
09/04/2024,64245.5,64341.4,64533.2,64053.8,2.52M,0%
08/04/2024,64245.5,65204.4,65204.4,64149.6,3.67M,-1.33%
05/04/2024,65108.5,65396.2,65396.2,64916.8,4.23M,-0.44%
04/04/2024,65396.2,63957.9,65588,63957.9,7.47M,2.25%
03/04/2024,63957.9,64533.2,64533.2,63957.9,5.05M,-0.89%
02/04/2024,64533.2,64245.5,64629.1,63957.9,4.32M,0.45%
01/04/2024,64245.5,64820.9,64916.8,64245.5,4.99M,-0.89%
